timestamp,signal,ml_probability,multiplier,strike_distance_pct,recent_move_pct,time_remaining_sec,futures_trend,spread_pct,veto_reason
2026-06-14T21:50:30.700228+00:00,ENTER_NO,0.436,1.0387,0.0039,0.002369,570,1,0.0592,ml_low_confidence:0.4360
2026-06-14T21:50:30.702043+00:00,ENTER_NO,0.436,1.0381,0.0038,0.001851,570,1,0.0952,ml_low_confidence:0.4360
2026-06-14T21:50:30.703528+00:00,ENTER_NO,0.436,1.043,0.0043,0.003562,570,1,0.0233,ml_low_confidence:0.4360
2026-06-14T21:50:30.705279+00:00,ENTER_NO,0.436,1.0676,0.0068,0.004807,570,1,0.0087,ml_low_confidence:0.4360
2026-06-14T21:50:31.700259+00:00,ENTER_NO,0.436,1.0387,0.0039,0.002369,569,1,0.0471,ml_low_confidence:0.4360
2026-06-14T21:50:31.702050+00:00,ENTER_NO,0.436,1.0381,0.0038,0.001851,569,1,0.1078,ml_low_confidence:0.4360
2026-06-14T21:50:31.703478+00:00,ENTER_NO,0.436,1.0658,0.0066,0.004626,569,1,0.013,ml_low_confidence:0.4360
2026-06-14T21:50:31.704919+00:00,ENTER_NO,0.436,1.0415,0.0042,0.003419,569,1,0.0116,ml_low_confidence:0.4360
2026-06-14T21:50:32.699900+00:00,ENTER_NO,0.436,1.041,0.0041,0.002594,568,1,0.0465,ml_low_confidence:0.4360
2026-06-14T21:50:32.701695+00:00,ENTER_NO,0.436,1.0708,0.0071,0.005132,568,1,0.0064,ml_low_confidence:0.4360
2026-06-14T21:50:32.703534+00:00,ENTER_NO,0.436,1.043,0.0043,0.003562,568,1,0.0116,ml_low_confidence:0.4360
2026-06-14T21:50:32.705015+00:00,ENTER_NO,0.436,1.0387,0.0039,0.001916,568,1,0.093,ml_low_confidence:0.4360
2026-06-14T21:50:33.700648+00:00,ENTER_NO,0.3769,1.0387,0.0039,0.001916,567,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:33.703591+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.002933,567,1,0.0347,ml_low_confidence:0.3769
2026-06-14T21:50:33.869279+00:00,ENTER_NO,0.3769,1.0501,0.005,0.004274,567,1,0.023,ml_low_confidence:0.3769
2026-06-14T21:50:33.951210+00:00,ENTER_NO,0.3769,1.0771,0.0077,0.005755,567,1,0.0126,ml_low_confidence:0.3769
2026-06-14T21:50:34.700277+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.002933,566,1,0.023,ml_low_confidence:0.3769
2026-06-14T21:50:34.702208+00:00,ENTER_NO,0.3769,1.0487,0.0049,0.004132,566,1,0.0227,ml_low_confidence:0.3769
2026-06-14T21:50:34.703637+00:00,ENTER_NO,0.3769,1.0772,0.0077,0.005767,566,1,0.0147,ml_low_confidence:0.3769
2026-06-14T21:50:35.700122+00:00,ENTER_NO,0.3769,1.043,0.0043,0.003562,565,1,0.0113,ml_low_confidence:0.3769
2026-06-14T21:50:35.701818+00:00,ENTER_NO,0.3769,1.0421,0.0042,0.002707,565,1,0.092,ml_low_confidence:0.3769
2026-06-14T21:50:35.703277+00:00,ENTER_NO,0.3769,1.0387,0.0039,0.001916,565,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:35.704765+00:00,ENTER_NO,0.3769,1.0735,0.0074,0.0054,565,1,0.0138,ml_low_confidence:0.3769
2026-06-14T21:50:36.700013+00:00,ENTER_NO,0.3769,1.0421,0.0042,0.002707,564,1,0.069,ml_low_confidence:0.3769
2026-06-14T21:50:36.701713+00:00,ENTER_NO,0.3769,1.043,0.0043,0.003562,564,1,0.0235,ml_low_confidence:0.3769
2026-06-14T21:50:36.703213+00:00,ENTER_NO,0.3769,1.0719,0.0072,0.005237,564,1,0.0064,ml_low_confidence:0.3769
2026-06-14T21:50:37.700359+00:00,ENTER_NO,0.3769,1.0394,0.0039,0.001981,563,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:37.702053+00:00,ENTER_NO,0.3769,1.0458,0.0046,0.003847,563,1,0.0343,ml_low_confidence:0.3769
2026-06-14T21:50:37.703479+00:00,ENTER_NO,0.3769,1.0387,0.0039,0.002369,563,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:37.704799+00:00,ENTER_NO,0.3769,1.067,0.0067,0.004748,563,1,0.0183,ml_low_confidence:0.3769
2026-06-14T21:50:38.700418+00:00,ENTER_NO,0.3769,1.0387,0.0039,0.002369,562,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:38.702313+00:00,ENTER_NO,0.3769,1.0472,0.0047,0.003989,562,1,0.0113,ml_low_confidence:0.3769
2026-06-14T21:50:38.703716+00:00,ENTER_NO,0.3769,1.069,0.0069,0.004952,562,1,0.0075,ml_low_confidence:0.3769
2026-06-14T21:50:39.700604+00:00,ENTER_NO,0.3769,1.0408,0.0041,0.002127,561,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:39.703738+00:00,ENTER_NO,0.3769,1.0661,0.0066,0.004655,561,1,0.0097,ml_low_confidence:0.3769
2026-06-14T21:50:39.882559+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.003704,561,1,0.0113,ml_low_confidence:0.3769
2026-06-14T21:50:40.013446+00:00,ENTER_NO,0.3769,1.0376,0.0038,0.002256,560,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:40.700117+00:00,ENTER_NO,0.3769,1.0376,0.0038,0.002256,560,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:40.701849+00:00,ENTER_NO,0.3769,1.0399,0.004,0.00203,560,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:40.703286+00:00,ENTER_NO,0.3769,1.0655,0.0065,0.004597,560,1,0.0065,ml_low_confidence:0.3769
2026-06-14T21:50:40.704716+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.003704,560,1,0.0227,ml_low_confidence:0.3769
2026-06-14T21:50:41.700063+00:00,ENTER_NO,0.3769,1.0391,0.0039,0.001949,559,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:41.701961+00:00,ENTER_NO,0.3769,1.0444,0.0044,0.003704,559,1,0.0113,ml_low_confidence:0.3769
2026-06-14T21:50:41.703803+00:00,ENTER_NO,0.3769,1.0365,0.0036,0.002143,559,1,0.0465,ml_low_confidence:0.3769
2026-06-14T21:50:41.705200+00:00,ENTER_NO,0.3769,1.0643,0.0064,0.004481,559,1,0.0077,ml_low_confidence:0.3769
2026-06-14T21:50:42.700238+00:00,ENTER_NO,0.3769,1.0353,0.0035,0.00203,558,1,0.0592,ml_low_confidence:0.3769
2026-06-14T21:50:42.702099+00:00,ENTER_NO,0.3769,1.0389,0.0039,0.001933,558,1,0.093,ml_low_confidence:0.3769
2026-06-14T21:50:42.703593+00:00,ENTER_NO,0.3769,1.062,0.0062,0.004254,558,1,0.0076,ml_low_confidence:0.3769
2026-06-14T21:50:43.701473+00:00,ENTER_NO,0.369,1.0407,0.0041,0.002111,557,1,0.0809,ml_low_confidence:0.3690
2026-06-14T21:50:43.703123+00:00,ENTER_NO,0.369,1.0487,0.0049,0.004132,557,1,0.0227,ml_low_confidence:0.3690
2026-06-14T21:50:43.704429+00:00,ENTER_NO,0.369,1.0365,0.0036,0.002143,557,1,0.0706,ml_low_confidence:0.3690
2026-06-14T21:50:43.705708+00:00,ENTER_NO,0.369,1.0638,0.0064,0.004434,557,1,0.0097,ml_low_confidence:0.3690
2026-06-14T21:50:44.700373+00:00,ENTER_NO,0.369,1.0365,0.0036,0.002143,556,1,0.0592,ml_low_confidence:0.3690
2026-06-14T21:50:44.702382+00:00,ENTER_NO,0.369,1.0458,0.0046,0.003847,556,1,0.0227,ml_low_confidence:0.3690
2026-06-14T21:50:44.705299+00:00,ENTER_NO,0.369,1.0613,0.0061,0.004184,556,1,0.0088,ml_low_confidence:0.3690
2026-06-14T21:50:44.708589+00:00,ENTER_NO,0.369,1.0408,0.0041,0.002127,556,1,0.069,ml_low_confidence:0.3690
2026-06-14T21:50:45.701860+00:00,ENTER_NO,0.369,1.0418,0.0042,0.002225,555,1,0.0809,ml_low_confidence:0.3690
2026-06-14T21:50:45.946350+00:00,ENTER_NO,0.369,1.043,0.0043,0.003562,555,1,0.0227,ml_low_confidence:0.3690
2026-06-14T21:50:45.975294+00:00,ENTER_NO,0.369,1.0342,0.0034,0.001918,555,1,0.0359,ml_low_confidence:0.3690
2026-06-14T21:50:46.699904+00:00,ENTER_NO,0.369,1.0583,0.0058,0.003881,554,1,0.0088,ml_low_confidence:0.3690
2026-06-14T21:50:46.701690+00:00,ENTER_NO,0.369,1.043,0.0043,0.003562,554,1,0.0113,ml_low_confidence:0.3690
2026-06-14T21:50:46.703421+00:00,ENTER_NO,0.369,1.0342,0.0034,0.001918,554,1,0.0606,ml_low_confidence:0.3690
2026-06-14T21:50:46.704871+00:00,ENTER_NO,0.369,1.0399,0.004,0.00203,554,1,0.093,ml_low_confidence:0.3690
2026-06-14T21:50:47.699626+00:00,ENTER_NO,0.369,1.0575,0.0057,0.0038,553,1,0.0055,ml_low_confidence:0.3690
